Listing ID,timestamp,amount,multiple,state,kind,bidder_index
5697,2024-05-23T19:22:46.019852Z,,4.96,fail_offer_rejected,buyer_counteroffer,1
5697,2024-05-23T19:20:23.480066Z,,5.54,fail_counteroffer_made,seller_counteroffer,1
5697,2024-05-23T19:17:44.458192Z,,4.81,fail_counteroffer_made,bid_offer,1
5697,2024-05-23T19:16:27.110528Z,,4.67,fail_offer_increased,buyer_counteroffer,2
5697,2024-05-23T19:07:19.928901Z,,5.83,fail_offer_rejected_by_increase,seller_counteroffer,2
5697,2024-05-23T18:38:23.270083Z,,4.38,fail_counteroffer_made,bid_offer,2
5697,2024-05-23T17:05:50.739440Z,,3.21,fail_offer_rejected,bid_offer,1
5758,2024-07-05T23:09:03.379793Z,,7.93,filled,bid_offer,2
5758,2024-07-05T23:44:36.812553Z,,9.84,fail_offer_rejected,seller_counteroffer,2
5758,2024-07-03T02:50:21.820486Z,,9.84,fail_offer_timeout,seller_counteroffer,1
5758,2024-07-03T02:43:23.887319Z,,7.3,fail_offer_timeout,bid_offer,1
5621,2024-07-04T08:53:20.959878Z,,3.76,filled,buyer_counteroffer,1
5621,2024-07-04T15:16:32.549347Z,,4.11,fail_offer_rejected,seller_counteroffer,1
5621,2024-07-04T06:29:49.587273Z,,4.19,fail_offer_rejected,seller_counteroffer,1
5621,2024-07-04T06:22:35.420844Z,,3.76,fail_counteroffer_made,buyer_counteroffer,1
5621,2024-07-04T06:03:03.695243Z,,4.25,fail_offer_rejected,seller_counteroffer,1
5621,2024-07-04T05:58:20.213908Z,,3.75,fail_counteroffer_made,buyer_counteroffer,1
5621,2024-07-03T20:12:10.205492Z,,4.28,fail_offer_rejected,seller_counteroffer,1
5621,2024-07-03T20:11:09.273368Z,,3.72,fail_counteroffer_made,buyer_counteroffer,1
5621,2024-07-03T20:07:52.676049Z,,4.42,fail_counteroffer_made,seller_counteroffer,1
5621,2024-07-03T19:58:51.586073Z,,3.63,fail_counteroffer_made,bid_offer,1
5739,2024-07-02T13:47:12.184289Z,,8.17,filled,bid_offer,3
5739,2024-07-03T16:58:18.608915Z,,9.48,fail_offer_rejected,seller_counteroffer,2
5739,2024-07-03T16:58:08.991379Z,,9.48,fail_offer_rejected,seller_counteroffer,3
5739,2024-07-02T00:12:42.981286Z,,7.79,fail_offer_timeout,bid_offer,2
5739,2024-06-28T20:13:14.936342Z,,7.79,fail_offer_timeout,bid_offer,2
5739,2024-06-28T18:03:10.077130Z,,7.74,fail_offer_timeout,bid_offer,1
5739,2024-06-25T17:24:07.391548Z,,7.63,fail_offer_timeout,bid_offer,1
5691,2024-07-02T13:44:45.271029Z,,7.75,filled,bid_offer,6
5691,2024-06-30T14:55:14.826325Z,,7.49,fail_offer_rejected,seller_counteroffer,5
5691,2024-06-28T19:55:15.330074Z,,6.97,fail_payment,bid_offer,5
5691,2024-06-28T19:32:42.391662Z,,5.68,fail_offer_rejected,bid_offer,3
5691,2024-06-28T19:32:41.413754Z,,6.2,fail_offer_rejected,bid_offer,4
5691,2024-06-28T18:00:56.518061Z,,5.04,fail_offer_increased,bid_offer,3
5691,2024-06-28T17:38:31.511148Z,,4.91,fail_offer_rejected,bid_offer,2
5691,2024-06-28T17:20:29.070701Z,,4.52,fail_offer_rejected,bid_offer,1
5623,2024-06-30T17:03:45.867092Z,,7.28,filled,bid_offer,6
5623,2024-06-22T21:04:01.967956Z,,6.05,fail_offer_rejected,buyer_counteroffer,5
5623,2024-06-20T14:24:50.834103Z,,7.28,fail_offer_rejected,seller_counteroffer,5
5623,2024-06-20T13:41:33.891619Z,,5.92,fail_counteroffer_made,bid_offer,5
5623,2024-06-13T20:20:28.389972Z,,7.28,fail_offer_timeout,seller_counteroffer,4
5623,2024-06-13T20:19:52.882403Z,,4.94,fail_offer_rejected,bid_offer,4
5623,2024-05-30T17:56:18.311472Z,,3.38,fail_offer_rejected,bid_offer,3
5623,2024-05-29T17:38:34.914173Z,,3.12,fail_offer_rejected,bid_offer,3
5623,2024-04-30T01:47:12.961064Z,,8.24,fail_buy_order_canceled,seller_counteroffer,2
5623,2024-04-30T01:00:08.025659Z,,5.3,fail_buy_order_canceled,bid_offer,2
5623,2024-04-27T00:38:31.210297Z,,3.18,fail_offer_rejected,bid_offer,1
5749,2024-06-30T20:43:08.197429Z,,4.07,filled,buyer_counteroffer,4
5749,2024-06-30T20:52:08.533358Z,,4.49,fail_offer_rejected,seller_counteroffer,4
5749,2024-06-28T17:07:17.111969Z,,5.31,fail_offer_rejected,seller_counteroffer,5
5749,2024-06-28T16:22:10.711878Z,,4.06,fail_offer_rejected,bid_offer,5
5749,2024-06-28T12:53:03.934725Z,,5.63,fail_offer_rejected,seller_counteroffer,1
5749,2024-06-28T12:52:29.552894Z,,5.63,fail_offer_rejected,seller_counteroffer,2
5749,2024-06-28T12:08:14.806317Z,,5.67,fail_offer_rejected,seller_counteroffer,4
5749,2024-06-28T12:03:21.849854Z,,4,fail_offer_rejected,buyer_counteroffer,4
5749,2024-06-27T22:19:15.068521Z,,5.71,fail_offer_rejected,seller_counteroffer,4
5749,2024-06-27T21:56:08.940340Z,,5.67,fail_offer_timeout,seller_counteroffer,3
5749,2024-06-27T21:32:38.400929Z,,3.92,fail_offer_rejected,buyer_counteroffer,3
5749,2024-06-27T20:16:14.350869Z,,5.71,fail_counteroffer_made,seller_counteroffer,3
5749,2024-06-27T19:21:25.953896Z,,3.65,fail_counteroffer_made,bid_offer,3
5749,2024-06-27T19:21:25.477611Z,,3.59,fail_counteroffer_made,bid_offer,4
5749,2024-06-27T19:07:15.682233Z,,3.54,fail_offer_increased,bid_offer,3
5749,2024-06-27T18:59:13.088263Z,,3.49,fail_offer_increased,bid_offer,4
5749,2024-06-27T18:19:39.832284Z,,3.43,fail_offer_increased,bid_offer,3
5749,2024-06-27T17:52:49.605020Z,,2.37,fail_offer_rejected,bid_offer,2
5749,2024-06-27T17:39:45.283226Z,,2.08,fail_offer_rejected,bid_offer,1
4325,2024-06-27T16:10:50.489638Z,,10.43,filled,buyer_counteroffer,25
4325,2024-06-30T05:37:25.140570Z,,12.35,fail_offer_rejected,seller_counteroffer,25
4325,2024-06-27T11:56:17.500450Z,,14.01,fail_offer_rejected,seller_counteroffer,25
4325,2024-06-24T19:08:38.932066Z,,9.79,fail_counteroffer_made,bid_offer,25
4325,2024-06-15T03:05:04.476227Z,,8.94,fail_offer_timeout,buyer_counteroffer,24
4325,2024-06-15T02:58:42.399169Z,,16.6,fail_offer_rejected,seller_counteroffer,24
4325,2024-06-12T03:58:10.103542Z,,8.51,fail_counteroffer_made,bid_offer,24
4325,2024-01-12T20:25:59.303869Z,,9.79,fail_offer_rejected,bid_offer,21
4325,2024-01-12T20:02:14.679337Z,,0,fail_offer_auto_rejected,bid_offer,21
4325,2023-12-17T03:30:47.260052Z,,9.44,fail_offer_timeout,bid_offer,13
4325,2023-12-17T03:30:36.199985Z,,8.97,fail_offer_auto_rejected,bid_offer,13
4325,2023-12-12T00:32:07.355721Z,,9.68,fail_offer_timeout,bid_offer,23
4325,2023-12-11T17:53:48.136811Z,,7.08,fail_offer_auto_rejected,bid_offer,19
4325,2023-11-30T17:27:00.934866Z,,0,fail_offer_auto_rejected,bid_offer,9
4325,2023-11-07T17:38:13.265686Z,,5.72,fail_offer_auto_rejected,bid_offer,21
4325,2023-11-07T09:10:15.708501Z,,4.77,fail_offer_auto_rejected,bid_offer,2
4325,2023-07-12T23:00:28.571765Z,,9.42,fail_offer_auto_rejected,bid_offer,2
4325,2023-07-04T15:45:27.569136Z,,10.52,fail_offer_timeout,bid_offer,19
4325,2023-07-04T15:43:18.092383Z,,7.89,fail_offer_auto_rejected,bid_offer,19
4325,2023-06-11T01:39:35.640909Z,,7.37,fail_offer_auto_rejected,bid_offer,22
4325,2023-06-01T20:46:12.755384Z,,0,fail_offer_auto_rejected,bid_offer,20
4325,2023-05-30T19:38:30.931785Z,,5.79,fail_offer_auto_rejected,bid_offer,21
4325,2023-05-29T20:04:10.044119Z,,2.79,fail_offer_auto_rejected,bid_offer,20
4325,2023-05-29T12:08:22.340077Z,,2.74,fail_offer_auto_rejected,bid_offer,20
4325,2023-05-27T20:32:46.609054Z,,2.68,fail_offer_auto_rejected,bid_offer,20
4325,2023-05-21T19:03:38.155136Z,,2.63,fail_offer_auto_rejected,bid_offer,20
4325,2023-03-31T00:22:58.317619Z,,9.8,fail_offer_auto_rejected,bid_offer,2
4325,2023-03-18T10:22:32.313957Z,,10.6,fail_offer_timeout,bid_offer,19
4325,2023-03-06T17:45:12.684748Z,,10.6,fail_offer_timeout,bid_offer,2
4325,2023-03-06T17:44:51.419576Z,,9.54,fail_offer_auto_rejected,bid_offer,2
4325,2023-01-17T07:14:42.664913Z,,9.48,fail_offer_auto_rejected,bid_offer,13
4325,2022-11-21T16:37:04.317753Z,,3.43,fail_offer_auto_rejected,bid_offer,15
4325,2022-09-28T20:30:41.983160Z,,7.27,fail_offer_auto_rejected,bid_offer,18
4325,2022-09-15T21:06:06.940625Z,,9.39,fail_offer_auto_rejected,bid_offer,2
4325,2022-09-13T19:23:38.642032Z,,10.9,fail_offer_auto_rejected,bid_offer,13
4325,2022-09-10T12:15:49.346748Z,,7.42,fail_offer_auto_rejected,bid_offer,4
4325,2022-09-10T12:15:34.883488Z,,7.27,fail_offer_auto_rejected,bid_offer,4
4325,2022-09-07T21:56:28.347088Z,,8.78,fail_offer_auto_rejected,bid_offer,2
4325,2022-09-07T21:42:38.135041Z,,10.9,fail_offer_rejected,bid_offer,13
4325,2022-09-07T21:41:55.481822Z,,7.57,fail_offer_auto_rejected,bid_offer,13
4325,2022-09-06T02:41:30.715723Z,,6.06,fail_offer_auto_rejected,bid_offer,4
4325,2022-09-03T04:51:58.451492Z,,11.2,fail_offer_rejected,bid_offer,13
4325,2022-08-27T13:28:46.448915Z,,5.45,fail_offer_auto_rejected,bid_offer,17
4325,2022-08-24T13:28:44.362771Z,,5.39,fail_offer_auto_rejected,bid_offer,17
4325,2022-08-23T13:28:40.672713Z,,5.33,fail_offer_auto_rejected,bid_offer,17
4325,2022-08-22T13:28:37.028333Z,,5.27,fail_offer_auto_rejected,bid_offer,17
4325,2022-08-21T13:28:31.923095Z,,5.21,fail_offer_auto_rejected,bid_offer,17
4325,2022-08-20T13:28:27.943138Z,,5.15,fail_offer_auto_rejected,bid_offer,17
4325,2022-07-29T21:04:54.989856Z,,2.57,fail_offer_auto_rejected,bid_offer,16
4325,2022-07-05T09:07:31.693355Z,,2.54,fail_offer_auto_rejected,bid_offer,15
4325,2022-05-22T14:35:49.707682Z,,10.16,fail_offer_auto_rejected,bid_offer,2
4325,2022-05-20T17:07:24.065455Z,,11.43,fail_offer_rejected,bid_offer,13
4325,2022-05-20T17:07:08.386678Z,,11.11,fail_offer_auto_rejected,bid_offer,13
4325,2022-05-19T02:02:20.561847Z,,9.53,fail_offer_auto_rejected,bid_offer,14
4325,2022-03-22T22:23:05.849825Z,,12.52,fail_offer_timeout,bid_offer,13
4325,2022-03-21T22:16:52.153712Z,,11.86,fail_offer_timeout,bid_offer,13
4325,2022-01-28T18:48:15.235922Z,,1.23,fail_offer_auto_rejected,bid_offer,12
4325,2022-01-12T21:30:35.282857Z,,0.99,fail_offer_auto_rejected,bid_offer,11
4325,2022-01-12T12:43:59.984190Z,,11.92,fail_offer_rejected,bid_offer,10
4325,2022-01-02T01:54:36.081751Z,,7.82,fail_offer_auto_rejected,bid_offer,9
4325,2021-12-18T15:05:40.763461Z,,6.51,fail_offer_auto_rejected,bid_offer,8
4325,2021-12-18T00:17:50.276869Z,,6.51,fail_offer_auto_rejected,bid_offer,7
4325,2021-12-17T23:06:09.259465Z,,6.51,fail_offer_auto_rejected,bid_offer,7
4325,2021-12-17T22:48:07.229967Z,,6.51,fail_offer_auto_rejected,bid_offer,7
4325,2021-12-02T06:45:06.667989Z,,6.51,fail_offer_auto_rejected,bid_offer,6
4325,2021-12-01T15:13:01.246634Z,,10.75,fail_offer_auto_rejected,bid_offer,2
4325,2021-11-25T11:32:56.499041Z,,11.07,fail_offer_auto_rejected,bid_offer,5
4325,2021-11-25T11:31:00.693027Z,,10.42,fail_offer_auto_rejected,bid_offer,5
4325,2021-11-09T02:33:27.360265Z,,9.83,fail_offer_auto_rejected,bid_offer,4
4325,2021-11-03T17:18:56.674233Z,,10.15,fail_offer_auto_rejected,bid_offer,3
4325,2021-11-03T16:57:16.249161Z,,10.81,fail_offer_auto_rejected,bid_offer,2
4325,2021-11-02T19:55:19.029646Z,,8.52,fail_offer_rejected,bid_offer,1
5667,2024-06-30T01:31:09.494449Z,,6.98,filled,bid_offer,3
5667,2024-06-30T01:52:55.571771Z,,7.3,fail_offer_rejected,seller_counteroffer,3
5667,2024-05-18T15:04:12.147944Z,,7.58,fail_offer_timeout,seller_counteroffer,3
5667,2024-05-18T03:29:29.732287Z,,6.45,fail_offer_timeout,bid_offer,3
5667,2024-05-10T19:35:46.869005Z,,7.74,fail_offer_rejected,seller_counteroffer,1
5667,2024-05-10T19:20:25.886367Z,,5.02,fail_offer_rejected,buyer_counteroffer,1
5667,2024-05-10T19:18:14.195728Z,,7.86,fail_offer_rejected,seller_counteroffer,1
5667,2024-05-10T19:15:53.357126Z,,4.91,fail_counteroffer_made,bid_offer,1
5667,2024-05-09T17:06:35.689544Z,,8.42,fail_offer_rejected,seller_counteroffer,2
5667,2024-05-09T12:53:39.937099Z,,4.21,fail_offer_rejected,bid_offer,2
5667,2024-05-06T20:17:12.785909Z,,4.91,fail_offer_rejected,buyer_counteroffer,1
5667,2024-05-06T20:07:18.133423Z,,8.42,fail_offer_rejected,seller_counteroffer,1
5667,2024-05-06T20:06:32.576287Z,,4.74,fail_counteroffer_made,bid_offer,1
5667,2024-05-06T18:23:09.380766Z,,3.86,fail_offer_increased,bid_offer,1
5751,2024-06-28T17:16:26.721005Z,,4.41,filled,seller_counteroffer,2
5751,2024-06-28T17:56:54.712731Z,,4.28,fail_offer_rejected,buyer_counteroffer,2
5751,2024-06-27T22:05:10.751960Z,,4.16,fail_counteroffer_made,buyer_counteroffer,2
5751,2024-06-27T21:54:39.845637Z,,4.53,fail_offer_rejected,seller_counteroffer,1
5751,2024-06-27T21:54:17.688110Z,,4.53,fail_counteroffer_made,seller_counteroffer,2
5751,2024-06-27T18:21:35.576804Z,,3.97,fail_counteroffer_made,bid_offer,2
5751,2024-06-27T17:38:48.570251Z,,1.62,fail_offer_rejected,bid_offer,1
5737,2024-06-28T18:11:31.076234Z,,3.71,filled,seller_counteroffer,1
5737,2024-06-28T18:19:40.503771Z,,3.63,fail_offer_rejected,buyer_counteroffer,2
5737,2024-06-28T17:57:28.513506Z,,3.63,fail_offer_rejected,buyer_counteroffer,1
5737,2024-06-28T17:29:36.021236Z,,3.83,fail_offer_rejected,seller_counteroffer,2
5737,2024-06-28T17:04:23.219470Z,,3.54,fail_counteroffer_made,bid_offer,2
5737,2024-06-28T16:26:09.461000Z,,3.83,fail_counteroffer_made,seller_counteroffer,1
5737,2024-06-26T17:29:16.598056Z,,3.54,fail_counteroffer_made,bid_offer,1
5740,2024-06-28T16:16:20.170825Z,,8.17,filled,seller_counteroffer,2
5740,2024-06-28T15:50:27.005494Z,,8.01,fail_offer_rejected,buyer_counteroffer,2
5740,2024-06-28T14:47:23.539808Z,,8.33,fail_counteroffer_made,seller_counteroffer,2
5740,2024-06-28T14:47:14.026217Z,,8.33,fail_offer_rejected,seller_counteroffer,1
5740,2024-06-26T17:32:44.085497Z,,7.37,fail_offer_rejected,bid_offer,1
5740,2024-06-26T17:28:43.051438Z,,7.27,fail_counteroffer_made,bid_offer,2
5740,2024-06-25T17:24:49.496544Z,,7.21,fail_offer_increased,bid_offer,1
5678,2024-06-23T19:31:52.080757Z,,10.56,awaiting_transfer,bid_offer,18
5678,2024-06-22T21:00:46.024364Z,,10.66,fail_offer_rejected,seller_counteroffer,17
5678,2024-06-22T01:34:48.931605Z,,9.78,fail_offer_rejected,bid_offer,17
5678,2024-06-21T22:19:06.027661Z,,10.76,fail_offer_rejected,seller_counteroffer,15
5678,2024-06-21T22:18:15.278079Z,,10.76,fail_offer_rejected,seller_counteroffer,9
5678,2024-06-20T23:59:34.443970Z,,8.8,fail_offer_rejected,buyer_counteroffer,15
5678,2024-06-20T23:35:40.731662Z,,8.67,fail_offer_rejected,buyer_counteroffer,9
5678,2024-06-20T23:22:00.146234Z,,10.95,fail_offer_rejected,seller_counteroffer,15
5678,2024-06-19T20:23:50.491845Z,,8.61,fail_counteroffer_made,bid_offer,15
5678,2024-06-19T18:51:59.785258Z,,12.23,fail_offer_timeout,seller_counteroffer,10
5678,2024-06-19T18:51:12.880566Z,,12.23,fail_offer_timeout,seller_counteroffer,13
5678,2024-06-19T18:50:30.860136Z,,12.23,fail_offer_timeout,seller_counteroffer,12
5678,2024-06-19T18:49:35.873476Z,,12.23,fail_offer_timeout,seller_counteroffer,14
5678,2024-06-19T18:47:38.021693Z,,12.23,fail_counteroffer_made,seller_counteroffer,9
5678,2024-06-19T18:47:11.703511Z,,12.23,fail_offer_rejected_by_increase,seller_counteroffer,15
5678,2024-06-19T18:46:38.942190Z,,12.23,fail_offer_timeout,seller_counteroffer,16
5678,2024-06-19T15:21:55.572338Z,,7.82,fail_offer_increased,bid_offer,15
5678,2024-06-19T15:21:54.416075Z,,8.02,fail_offer_timeout,bid_offer,16
5678,2024-06-19T07:01:10.567357Z,,7.75,fail_offer_increased,bid_offer,15
5678,2024-06-19T04:57:31.033586Z,,7.69,fail_counteroffer_made,bid_offer,9
5678,2024-06-19T03:13:59.322588Z,,7.43,fail_offer_increased,bid_offer,9
5678,2024-06-19T03:13:58.839607Z,,7.63,fail_offer_increased,bid_offer,15
5678,2024-06-19T01:45:11.845925Z,,7.24,fail_offer_increased,bid_offer,9
5678,2024-06-19T00:34:00.703597Z,,7.22,fail_offer_timeout,bid_offer,14
5678,2024-06-18T22:03:52.798001Z,,6.92,fail_offer_timeout,bid_offer,12
5678,2024-06-18T22:03:52.374550Z,,6.9,fail_offer_timeout,bid_offer,13
5678,2024-06-18T21:24:19.527352Z,,6.81,fail_offer_increased,bid_offer,12
5678,2024-06-18T19:54:56.552896Z,,6.75,fail_offer_timeout,bid_offer,10
5678,2024-06-18T19:28:13.373340Z,,6.65,fail_offer_increased,bid_offer,9
5678,2024-06-18T19:28:13.005216Z,,6.65,fail_offer_timeout,bid_offer,11
5678,2024-06-18T19:27:53.795124Z,,6.32,fail_offer_increased,bid_offer,9
5678,2024-06-18T19:27:53.300225Z,,6.26,fail_offer_increased,bid_offer,11
5678,2024-06-18T18:29:17.647834Z,,6.12,fail_offer_increased,bid_offer,9
5678,2024-06-18T18:29:17.290120Z,,6.06,fail_offer_increased,bid_offer,10
5678,2024-06-18T18:16:12.275311Z,,5.93,fail_offer_increased,bid_offer,9
5678,2024-06-18T18:08:31.331495Z,,5.87,fail_offer_timeout,bid_offer,8
5678,2024-06-18T18:03:43.122935Z,,5.09,fail_offer_timeout,bid_offer,7
5678,2024-06-18T17:31:05.076576Z,,4.95,fail_offer_timeout,bid_offer,5
5678,2024-06-18T17:25:01.933223Z,,4.89,fail_offer_timeout,bid_offer,3
5678,2024-06-18T17:25:01.279770Z,,4.93,fail_offer_timeout,bid_offer,6
5678,2024-06-18T17:22:29.449450Z,,4.87,fail_offer_increased,bid_offer,3
5678,2024-06-18T17:22:28.891653Z,,4.81,fail_offer_increased,bid_offer,5
5678,2024-06-18T17:16:10.552007Z,,4.75,fail_offer_increased,bid_offer,3
5678,2024-06-18T17:16:10.271551Z,,4.69,fail_offer_timeout,bid_offer,4
5678,2024-06-18T17:16:09.813185Z,,4.21,fail_offer_increased,bid_offer,4
5678,2024-06-18T17:15:30.682342Z,,4.11,fail_offer_increased,bid_offer,3
5678,2024-06-18T17:12:38.492925Z,,4.01,fail_offer_timeout,bid_offer,2
5678,2024-06-18T17:10:52.733896Z,,3.91,fail_offer_timeout,bid_offer,1
5671,2024-06-20T15:25:38.461908Z,,7.12,filled,bid_offer,2
5671,2024-06-20T08:53:25.443557Z,,6.91,fail_offer_rejected,bid_offer,9
5671,2024-06-20T05:50:48.533927Z,,6.86,fail_offer_rejected,bid_offer,2
5671,2024-06-20T02:42:56.969213Z,,6.85,fail_offer_increased,bid_offer,9
5671,2024-06-19T00:55:46.874663Z,,6.73,fail_offer_increased,bid_offer,2
5671,2024-06-19T00:43:41.357180Z,,6.68,fail_offer_increased,bid_offer,9
5671,2024-06-18T19:00:56.646336Z,,7.1,fail_offer_rejected_by_increase,seller_counteroffer,2
5671,2024-06-18T19:00:22.020682Z,,7.1,fail_offer_rejected,seller_counteroffer,7
5671,2024-06-18T18:59:58.364795Z,,7.1,fail_offer_rejected_by_increase,seller_counteroffer,9
5671,2024-06-17T21:12:27.615273Z,,6.57,fail_offer_increased,bid_offer,2
5671,2024-06-17T21:06:26.688681Z,,6.52,fail_offer_rejected,bid_offer,7
5671,2024-06-16T17:35:15.036485Z,,6.51,fail_offer_increased,buyer_counteroffer,2
5671,2024-06-16T17:29:30.650169Z,,6.45,fail_offer_increased,buyer_counteroffer,9
5671,2024-06-15T04:51:44.227608Z,,7.12,fail_offer_rejected,seller_counteroffer,2
5671,2024-06-15T04:50:59.716461Z,,7.12,fail_offer_timeout,seller_counteroffer,9
5671,2024-06-12T09:38:30.189183Z,,6.4,fail_offer_timeout,bid_offer,2
5671,2024-06-12T09:11:52.415502Z,,6.34,fail_offer_timeout,bid_offer,9
5671,2024-06-10T18:56:40.510683Z,,6.06,fail_offer_increased,bid_offer,2
5671,2024-06-06T15:18:21.939062Z,,6.17,fail_offer_timeout,bid_offer,2
5671,2024-06-06T15:14:15.843161Z,,6.12,fail_offer_timeout,bid_offer,8
5671,2024-06-04T01:33:11.683323Z,,6.11,fail_offer_increased,bid_offer,2
5671,2024-06-04T00:56:11.479562Z,,6.06,fail_offer_increased,bid_offer,8
5671,2024-06-01T02:25:05.738378Z,,6,fail_offer_increased,bid_offer,2
5671,2024-06-01T01:56:15.148721Z,,6,fail_offer_timeout,bid_offer,7
5671,2024-05-31T23:40:54.503201Z,,7.14,fail_offer_rejected_by_increase,seller_counteroffer,2
